category,text
tech,the future in your pocket if you are a geek or gadget fan  the next 12 months look like they are going to be a lot of fun.  the relentless pace of development in the hi-tech world and rampant competition in many of its sectors  particularly among mobile phone firms  all suggests that 2005 is going to be a very good year. to begin with  2005 will be the year that third-generation (3g) mobile phones become inescapable. the 3 network launched in 2003  vodafone launched its consumer service in november  orange followed in early december and t-mobile and o2 are due to launch in 2005. the main result of these launches will likely be a slew of good deals for consumers as operators try to poach new customers from rivals and convince existing users to trade up.  already the extra capacity in 3g networks lets 3 offer good deals on voice calls at rates that will probably have to be matched by the other operators. but the shift in technology and low cost of voice calls means that operators lose a significant chunk of their revenue.  show me an operator that believes their voice business can sustain them  and i ll write their obituary  said niel ransom  chief technology officer at alcatel.  instead operators are likely to push all other things that 3g phones can do such as video messaging and other multimedia capabilities. already camera phones look set to challenge digital cameras and are likely to win more fans as multi-megapixel devices go on sale. but 3g will not have everything its own way. it will face competition from emerging technologies such as wimax. this wireless technology can boost data transmission speeds up to 75 megabits per second and works over distances of up to 30 miles. kent is likely to be the site of the uk s first wimax network which is due to go live in 2005 and it could be the way that rural areas get high-speed net access. analyst firm telecom view predicts that wimax will steal a lot of market share from 3g and will be a clear winner. bob larribeau  principal analyst at telecom view  said the better return on investment offered by technologies such as wimax could dent the possible returns of 3g networks. and the growing ubiquity of wi-fi must not be forgotten either. the technology is popping up in more places than ever and its wider use is only held back by the price differences across countries and suppliers.  moves to unite mobile and fixed phones look set to get more emphasis in 2005 too.  for a start  bt looks set to roll out its bluephone project during the next 12 months. the service revolves around a hybrid device that uses the mobile networks when you are out and about but switches back to the fixed line when you are at home. fixed line phones will also start to get much more serious competition from a technology that has the formidable name of voice over ip (voip). voip routes calls via the net instead of the fixed line phone network. anyone with a broadband connection  which is now more than 50% of the uk s net using population  can use voip and could slash their monthly phone bills if they used it. telecommunications regulator ofcom has declared 056 to be the area code for voip calls and 2005 is likely to see a lot more consumer-focused voip call services starting up. home broadband services will also start to increase in speed as dwindling numbers of new users signing force the pace of competition. if 2004 has been the year of the portable music player  they 2005 looks like it will be the year of the portable media player. motorola has just announced a deal with apple to produce a phone that works with the itunes service and other hybrid gadgets that sport a big memory and lots of other functions will become commonplace. the pace of advancement in storage media will continue mean that the cost per megabyte of memory will plummet. some of those devices will sport huge hard drives letting you store more data than you ever wanted or knew you had. convergence could mean that single-function devices start to dwindle in number. instead every gadget will be able to do almost anything and communicate almost any way you want. the only downside is that consumers will face a series of tough choices as they are confronted by a bewildering array of gadgets each with an enormous numbers of features and vast data holding capacities. but that is the kind of problem most gadget fans can live with.
sport,greek sprinters suspended by iaaf greek sprinters kostas kenteris and katerina thanou have been suspended after failing to take drugs tests before the athens olympics.  athletics  ruling body the iaaf said explanations from the pair and their former coach as to why they missed the tests were  unacceptable . it added that kenteris and thanou had been  provisionally suspended pending the resolution of their cases . they face two-year bans if found guilty by the greek athletics federation. the suspension also covers the athletes  controversial coach  christos tzekos. kenteris  the 2000 olympic 200m champion  and thanou  the women s 100m silver medallist from the same games in sydney  also face a criminal hearing in greece over the missed tests. they failed to appear to give samples in chicago and tel aviv shortly before the athens games and again in athens on 12 august  the eve of the opening ceremony. greek prosecutors have also charged them with faking a midnight motorcycle crash which led to them spending four days in hospital. some medical staff have been charged with writing false medical reports. wednesday s statement said the greek federation (segas) would convene a disciplinary hearing for the trio to determine whether there had been doping violations.   there will be a final right of appeal from the decision of the greek federation to the court of arbitration for sport   the iaaf said. tzekos insisted he and the runners had nothing to hide.  the iaaf s decision means nothing   he said.  we ll be presenting all our arguments to segas - we re innocent.
tech,slim playstation triples sales sony playstation 2 s slimmer shape has proved popular with uk gamers  with 50 000 sold in its first week on sale.  sales have tripled since launch  outstripping microsoft s xbox  said market analysts chart-track. the numbers were also boosted by the release of the ps2-only game grand theft auto: san andreas. the title broke the uk sales record for video games in its first weekend of release. latest figures suggest it has sold more than 677 000 copies.   it is obviously very  very encouraging for sony because microsoft briefly outsold them last week   john houlihan  editor of computerandvideogames.com told bbc news.  and with halo 2 [for xbox] out next week  it really is a head-to-head contest between them and xbox.   although xbox sales over the last week also climbed  ps2 sales were more than double that. the figures mean sony is reaching the seven million barrier for uk sales of the console. edinburgh-based developer  rockstar  which is behind the gta titles  has seen san andreas pull in an estimated £24m in gross revenues over the weekend. in comparison  blockbuster films like harry potter and the prisoner of azkaban took £11.5m in its first three days at the uk box office. the lord of the rings: the return of the king took nearly £10m over its opening weekend  although games titles are four to five times more expensive than cinema tickets.  gangster-themed gta san andreas is the sequel to grand theft auto vice city which previously held the record for the fastest-selling video game ever. the xbox game halo 2  released on 11 november in the uk  is also widely tipped to be one of the best-selling games of the year. the original title won universal acclaim in 2001  and sold more than four million copies.  mr houlihan added that sony had done well with the ps2  but it definitely helped that the release of san andreas coincided with the slimline ps2 hitting the shelves. the run-up to christmas is a huge battlefield for games consoles and titles. microsoft s xbox had been winning the race up until last week in sales. the sales figures also suggest that it may be a largely adult audience driving demand  since gta san andreas has an 18 certificate. sony and microsoft have both reduced console prices recently and are preparing the way for the launches of their next generation consoles in 2005.  both have hit crucial price points at around £100 and that really does open up new consoles to new audience  plus the release of two really important games in terms of development are also driving those sales   said mr houlihan.
politics,lib dems demand new inquiry a judge should look into the david blunkett controversy as key questions remain unanswered  the lib dems say.  sir alan budd s inquiry linked the ex-home secretary to the speeding up of a visa claim by his ex-lover s nanny. but he could not say whether mr blunkett had treated the nanny as a special case or had used her as an example of immigration problems. lib dem spokesman mark oaten said the number of officials who had forgotten what happened was worrying. he told bbc news:  i m extremely concerned that 20 individuals appear to have forgotten what happened or more suspiciously are not prepared to say what happened.  that must be bad for government  it must be bad for public confidence in the system.   mr oaten said people would be mystified why sir alan s inquiry failed to uncover why processing of the visa application was speeded up. he said:  there is a strong case for a judge-led judicial review of this because  of course  next time it happens it may not be about a nanny and their visa. it may be about something even more important than that.  so we do need to understand what took place and who was involved.  the tories criticised the lib dem stance  saying mr oaten had initially said he accepted mr blunkett s word unless further evidence emerged. but lib dem officials say mr oaten was speaking when an inquiry was under way and was avoiding rushing to judgement.
business,german business confidence slides german business confidence fell in february knocking hopes of a speedy recovery in europe s largest economy.  munich-based research institute ifo said that its confidence index fell to 95.5 in february from 97.5 in january  its first decline in three months. the study found that the outlook in both the manufacturing and retail sectors had worsened. observers had been hoping that a more confident business sector would signal that economic activity was picking up.   we re surprised that the ifo index has taken such a knock   said dz bank economist bernd weidensteiner.  the main reason is probably that the domestic economy is still weak  particularly in the retail trade.  economy and labour minister wolfgang clement called the dip in february s ifo confidence figure  a very mild decline . he said that despite the retreat  the index remained at a relatively high level and that he expected  a modest economic upswing  to continue.  germany s economy grew 1.6% last year after shrinking in 2003. however  the economy contracted by 0.2% during the last three months of 2004  mainly due to the reluctance of consumers to spend. latest indications are that growth is still proving elusive and ifo president hans-werner sinn said any improvement in german domestic demand was sluggish. exports had kept things going during the first half of 2004  but demand for exports was then hit as the value of the euro hit record levels making german products less competitive overseas. on top of that  the unemployment rate has been stuck at close to 10% and manufacturing firms  including daimlerchrysler  siemens and volkswagen  have been negotiating with unions over cost cutting measures. analysts said that the ifo figures and germany s continuing problems may delay an interest rate rise by the european central bank. eurozone interest rates are at 2%  but comments from senior officials have recently focused on the threat of inflation  prompting fears that interest rates may rise.
tech,google s toolbar sparks concern search engine firm google has released a trial tool which is concerning some net users because it directs people to pre-selected commercial websites.  the autolink feature comes with google s latest toolbar and provides links in a webpage to amazon.com if it finds a book s isbn number on the site. it also links to google s map service  if there is an address  or to car firm carfax  if there is a licence plate. google said the feature  available only in the us   adds useful links . but some users are concerned that google s dominant position in the search engine market place could mean it would be giving a competitive edge to firms like amazon.  autolink works by creating a link to a website based on information contained in a webpage - even if there is no link specified and whether or not the publisher of the page has given permission.  if a user clicks the autolink feature in the google toolbar then a webpage with a book s unique isbn number would link directly to amazon s website. it could mean online libraries that list isbn book numbers find they are directing users to amazon.com whether they like it or not. websites which have paid for advertising on their pages may also be directing people to rival services. dan gillmor  founder of grassroots media  which supports citizen-based media  said the tool was a  bad idea  and an unfortunate move by a company that is looking to continue its hypergrowth . in a statement google said the feature was still only in beta  ie trial  stage and that the company welcomed feedback from users. it said:  the user can choose never to click on the autolink button  and web pages she views will never be modified.  in addition  the user can choose to disable the autolink feature entirely at any time.   the new tool has been compared to the smart tags feature from microsoft by some users. it was widely criticised by net users and later dropped by microsoft after concerns over trademark use were raised. smart tags allowed microsoft to link any word on a web page to another site chosen by the company. google said none of the companies which received autolinks had paid for the service. some users said autolink would only be fair if websites had to sign up to allow the feature to work on their pages or if they received revenue for any  click through  to a commercial site. cory doctorow  european outreach coordinator for digital civil liberties group electronic fronter foundation  said that google should not be penalised for its market dominance.  of course google should be allowed to direct people to whatever proxies it chooses.  but as an end user i would want to know -  can i choose to use this service    how much is google being paid     can i substitute my own companies for the ones chosen by google  .  mr doctorow said the only objection would be if users were forced into using autolink or  tricked into using the service .
entertainment,the comic book genius of stan lee stan lee  the man responsible for a string of comic superheroes that have become household names  has won a court battle for a slice of the profits from the hit spider-man movies.  many marvel at the man who gave his characters extraordinary powers and everyday headaches - a formula which revolutionised comics. born in 1922 to poor working-class jewish immigrants from romania  stan lieberman  got a job in timely publications  a company owned by a relative. he was assigned to the comics division and - thanks to a fertile imagination - rose to editor by the age of 18. for more than 20 years  he was  the ultimate hack  - knocking out crime stories  horrors  westerns  anything to sate the appetite of his juvenile readership. words of more than two syllables were discouraged. characters were either all good or bad  with no shades of grey. so embarrassed was lieberman by much of what he was writing that he refused to put his real name on the byline. he assumed the  dumb name   stan lee  now legally adopted.  by the time he was 40  lee had decided he was too old for the comic game. his british-born wife  joan  suggested he had nothing to lose and  for his swansong  should write the kind of characters he really wanted to create. after a rival comic had come up with a superteam consisting of batman  superman and wonder woman  timely needed to respond.  lee s answer  in 1961  was the fantastic four - a team of astronauts who gained super powers after being bombarded with cosmic rays. they were to change lee s life  and the comics industry  forever. lee gave each character individual  everyday teenage problems such as dandruff  ingrown toenails and acne. they would frequently fall out with their parents and each other. the fan letters poured in. without immediately knowing it  stan lee had ushered in the golden age of comics  and his imagination was rekindled. his marvel universe spawned the new title of marvel comics. soon after  nerdy peter parker was transformed - after a bite from an irradiated spider - into someone who could crawl up the sides of new york s skyscrapers. spider-man was born. he was to become an icon of modern popular culture. spidey  as he is affectionately known  had quite extraordinary powers - yet he had problems at work  at home and with his girlfriends. at last  the teenager was no longer just the sidekick  but the main hero. and the hero was no longer just brawn  he had brains too.   just because he s a hero and has super powers doesn t mean he doesn t have problems   stan lee told the bbc. the incredible hulk  the mighty thor  iron man and the rest all grappled with problems like drug abuse  bigotry and social inequality. radically  lee gave the artists responsible for the comic designs credits for their work. jack kirby  frank miller  john romitaand and others achieved cult status in their own right. other superheroes broke new ground in other ways. daredevil was blind  black panther was black and silver surfer pondered the state of humanity. lee s influence remains. some years ago the marvel hero  northstar  came out of the closet. in its heyday  marvel was selling 50 million copies a year. until he retired from editing in 1971  stan lee wrote all the copy for marvel s covers.  in 1999  his stan lee media venture  aimed at marrying comic-strips with the internet  went spectacularly wrong. lee went bankrupt and his business partner landed in prison for fraud. in 2001 though  he started a new company entitled pow! (purveyors of wonder) entertainment  which is currently developing films and television programmes. his latest project is a superhero based on a real person - jay j armes  who has metal claws after losing both hands aged 12 and fights crime with a tiger. but his 40-year-old creations are still as enduring as ever - with x-men  the hulk and daredevil have all been turned into hollywood action movies in the last five years. but spider-man has been the biggest box office hit  with the 2002 original and its 2004 sequel taking almost $1.6bn (£857m) in ticket sales around the world - before dvd and merchandise sales are counted. it seems stan lee is as indestructible as his heroes.
sport,lomu relishing return to action former all black star jonah lomu says he cannot wait to run out on the pitch for former england rugby union captain martin johnson s testimonial on 4 june.  the 29-year-old had a kidney transplant in july 2004 but will play his first full match for three years  leading a southern hemisphere side at twickenham.  i actually started training three weeks after my operation but i was very limited until a few months ago.  now it s basically bring it on!  said the giant winger.  the match on 4 june will be my first 15-man game but i have a training schedule which is quite testing and combines with sevens and a whole lot of things   said lomu.  i have got so much energy since my operation that i train three times a day  six days a week.   mohammed ali has always been my ideal. coming back to rugby  people said  you are dreaming  but it always starts off with a dream.  it s up to you whether you want to make it a reality.  opinion has been divided on whether lomu should attempt to return to the game after such a major operation. but when lomu was asked whether he was taking a risk he replied:  as much as someone going down the road being hit by a bus.  there are a lot of people in the world with one kidney who just don t know it.  i have talked this over  had a chat with the donor and this is to set my soul at peace and finish something i started in 1994 [when he made his all blacks debut].  at his lowest ebb lomu was so ill he could barely walk  but he says he is now getting stronger every day and his long-term target is to play for new zealand again.  the only person who saw me at my worst was my wife   he added.  i used to take two steps and fall over but now i can run and it is all coming back  and a lot more quickly than i ever thought it would.  to play for the all blacks would be the highest honour i could get. that is the long-term goal and you have to start somewhere.
business,gm  ford cut output as sales fall us car firms general motors (gm) and ford have been forced to cut production in the face of falling car sales.  us sales at gm sank 12.7% in february compared to a year ago while ford sales dropped 3% as foreign rivals took a bigger share of the market. meanwhile  asian carmakers fared well - toyota sales jumped 11% while rival nissan notched up a 10% increase. overall. sales across the industry also fell to 1.25 million vehicles from 1.27 million a year earlier.  gm and ford blamed high fuel prices for low sales of big trucks and gas-guzzling sports utility vehicles (suvs) - the vehicles that provide the biggest profits.  gm added that us truck sales fell 9% in february while car business tumbled 17%  however it did acknowledge that some new products - such as the pontiac g6 and chevrolet cobalt - had put in solid performances.  the calendar year is starting off slower than expected  both for gm and the industry   said mark laneve  gm s vice president for north american sales  service and marketing. the slump in sales prompted the group to cut production in north america by 3% - it has already reduced output by around 9% in the face of growing stockpiles. meanwhile  ford which posted its ninth consecutive drop in monthly us sales  said it was cutting first-quarter north american production by another 10 000 vehicles  or 1.2%. chrysler  the us unit of germany s daimlerchrysler  was the only detroit based automaker to boast an increase in market share during the month - with sales rising 8%.  but america s loss was its foreign rivals  gain as they continued to nibble away at the us market. while japan s top car maker toyota and nissan saw sales accelerate  even the smaller suzuki motor corp snapped up a more business with sales improving 17.6% on a year ago. in 2003  the firm launched an ambitious plan to triple us sales by 2007 as it seeks to become a bigger player in the asian assault on the us market. korea s hyundai was another big gainer  turning in a 19% surge in february sales. toyota put its rise in sales down to strong results for its redesigned avalon sedan and a 120% surge in sales of its gas-electric prius hybrid mid-size sedan as petrol-price conscious consumers looked to vehicles that were cheaper to run.  as gas prices continue their upward march  fuel efficiency catches the public eye   jim press  vice president and chief operating officer of toyota s us sales arm  said in a statement.
politics,uk firms  embracing e-commerce  uk firms are embracing internet trading opportunities as never before  e-commerce minister mike o brien says.  a government-commissioned study ranked the uk third in its world index of use of information and communication technology (ict). the report suggests 69% of uk firms are now using broadband and that 30% of micro businesses are trading online. mr o brien said uk businesses were sprinting forward in ict use  but that there were more challenges ahead. the report  carried out independently by consultants booz allen hamilton and hi europe  placed the uk third behind sweden and ireland for business use of ict.  it showed british business brought greater maturity to their ict use  by using broadband in increased numbers  bringing ict into their business plans and using new technologies such as voice activated programmes and desktop video conferences. mr o brien said:  the increase in the proportion of business connected by broadband shows that uk companies are embracing the opportunities that ict can bring.  it is particularly encouraging to see that small businesses are beginning to narrow the digital divide that appeared to have opened up in recent years.  the government would play its part in  cultivating an environment where information and communication technologies can flourish   mr o brien said. the  clear message  the report sends is that effective use of ict can bring real improvements in business performance for all business.   however  we are not at the finishing line yet and many challenges remain if the uk is to reach its aim of becoming a world-leading e-economy   he added. the international benchmarking study was based on 8 000 telephone interviews with businesses  of which more than 2 700 were uk businesses. it is the eighth in a series of examining the adoption and deployment of ict in the world s most industrialised nations.
business,orange colour clash set for court a row over the colour orange could hit the courts after mobile phone giant orange launched action against a new mobile venture from easyjet s founder.  orange said it was starting proceedings against the easymobile service for trademark infringement. easymobile uses easygroup s orange branding. founder stelios haji-ioannou has pledged to contest the action. the move comes after the two sides failed to come to an agreement after six months of talks. orange claims the new low-cost mobile service has infringed its rights regarding the use of the colour orange and could confuse customers - known as  passing off .   our brand  and the rights associated with it are extremely important to us   orange said in a statement.  in the absence of any firm commitment from easy  we have been left with no choice but to start an action for trademark infringement and passing off.  however  mr haji-ioannou  who plans to launch easymobile next month  vowed to fight back  saying:  we have nothing to be afraid of in this court case.  it is our right to use our own corporate colour for which we have become famous during the last 10 years.  the easyjet founder also said he planned to add a disclaimer to the easygroup website to ensure customers are aware the easymobile brand has no connection to orange. the new service is the latest venture from easygroup  which includes a chain of internet cafes  budget car rentals and an intercity bus service. easymobile will allow customers to go online to order sim cards and airtime - which will be rented from t-mobile - for their existing handsets.
entertainment,goodrem wins top female mtv prize pop singer delta goodrem has scooped one of the top individual prizes at the first australian mtv music awards.  the 21-year-old singer won the award for best female artist  with australian idol runner-up shannon noll taking the title of best male at the ceremony. goodrem  known in both britain and australia for her role as nina tucker in tv soap neighbours  also performed a duet with boyfriend brian mcfadden. other winners included green day  voted best group  and the black eyed peas. goodrem  green day and the black eyed peas took home two awards each. as well as best female  goodrem also took home the pepsi viewers choice award  whilst green day bagged the prize for best rock video for american idiot. the black eyed peas won awards for best r  n  b video and sexiest video  both for hey mama. local singer and songwriter missy higgins took the title of breakthrough artist of the year  with australian idol winner guy sebastian taking the honours for best pop video. the vh1 first music award went to cher honouring her achievements within the music industry. the ceremony was held at the luna park fairground in sydney harbour and was hosted by the osbourne family. artists including carmen electra  missy higgins  kelly osbourne  green day  ja rule and natalie imbruglia gave live performances at the event.
politics,howard s unfinished business  he s not finished yet   whispered the conservative party person as your reporter attempted to slip quietly from the hall. and indeed he wasn t. michael howard had already broken away from the printed text of his speech  at his party s spring conference in brighton  to deliver a smart rebuff to peter hain s description of him as an  attack mongrel   claiming such personal abuse meant labour was  rattled  by the tory challenge. and here he was again  moving to the front of the stage as the party faithful rose to their feet in applause  to make a personal  ad-libbed appeal to them to go out and fight for victory.  one day you will be able to tell your children and grandchildren as i will tell mine   i was there. i did my bit. i played my part. i helped to win that famous election - the election that transformed our country for the better .  the speech  which was peppered with references to mr howard s humble beginnings as the  child of immigrants   had been introduced by his son nick  a trainee vicar  who praised his father s honesty.  i always know where i am with him because all my life he has meant what he has said to me   he said. mr howard was also joined on stage by his wife sandra  daughter larissa and stepson sholto.  the audience s reaction to all of this was a little muted by party conference standards.  but mr howard s overall message - that the tories have labour on the run and that they can win the next election - did not sound quite as hollow as it might have done six months ago. mr howard claimed  with some justification  that the tories  campaign has got off to a  great start . they have had labour on the back foot over immigration  with tony blair hastily adding a sixth promise on the issue to his latest pledge card  and have even managed to score points in traditional labour territory such as health and education. the stunts involving margaret dixon with her postponed operation and maria hutchings with concerns about her son s special needs education may not have been to everyone s taste  but they succeeded in bringing the issues alive and forcing labour to react. senior tories believe they are  at long last  starting to tap into the public mood  cutting through the background noise to connect with the ordinary voter. their latest poster campaign flags up a range of policies from better school discipline  cleaner hospitals ( i mean  how hard is it to keep a hospital clean  ) and immigration ( it s not racist to impose limits on immigration ) - under the headline  are you thinking what we are thinking   this  they say  contrasts with labour s negative campaigning  such as its now infamous  flying pigs  poster.  oliver letwin  one of the men lampooned in the labour poster  affects bewilderment at what he believes is labour s loss of its once sure footing on the campaign trail. the peter hain  mongrel  attack  he says  is just the latest example of the party getting the tone wrong - a by-product  he claims  of the tories setting the agenda.   i have to say i don t understand what they are doing. the labour machine appears to be in some kind of state of shock  it doesn t seem to know what to do.  a few weeks of positive headlines have also done wonders for tory activists  morale - likely to be a crucial factor at an election which  most analysts seem to agree  will hinge on which party can get their core support out.  it has been a fantastic few weeks   said 20-year-old politics student nick vaughan.  our policies have been getting in the media and there is a sense that we can win. i wouldn t be here if i didn t think we could.  some delegates even spoke of the next election being like 1970  when ted heath  behind in the polls and written off by the pundits  snatched victory from harold wilson s labour party.  they all insisted it was not going to be a re-run of 2001.  we thought in 2001 we were going to dent that massive majority but it just didn t happen   said john murray  of aldridge browhills conservatives.  it was very disappointing. this time it really is different.  whoever is running our strategy from the top has got it bang on. blair is on the back foot.  much of the credit for the tories  recent change of fortune must go to lynton crosby  the australian strategist who succeeded in turning political veteran and apparent no-hoper john howard  of australia s liberal party  into a serial election winner. the tories still have a mountain climb if michael howard is to walk through the doors of number 10. even allowing for the natural bias against the tories in some opinion polls  they are still behind  when to have a chance of overturning labour s whopping majority  they should really be ahead. but as they gear up for the start of the campaign proper  the party at least has reason to hope that  like his australian namesake  mr howard really isn t finished yet.
politics,custody death rate  shocks  mps deaths in custody have reached  shocking  levels  a committee of mps and peers has warned.  the joint committee on human rights found those committing suicide were mainly the most vulnerable  with mental health  drugs or alcohol problems. members urged the government to set up a task force to tackle deaths in prisons  police cells  detention centres and special hospitals. there was one prison suicide every four days between 1999 and 2003  mps said. the report  which followed a year-long inquiry by the committee  found the high death rate  amounts to a serious failure to protect the right to life of a highly vulnerable group .  many of those who ended up taking their own lives had  presented themselves  to the authorities with these problems before they even offended  the report said. it questioned whether prison was the most appropriate place for them to be kept and whether earlier intervention would have meant custody could have been avoided.  increased resources and a reduction in the use of imprisonment was needed to address the issue in the longer term  the report said. committee chairman labour mp jean corston said:  each and every death in custody is a death too many  regardless of the circumstances.   yet throughout our inquiry we have seen time and time again that extremely vulnerable people are entering custody with a history of mental illness  drug and alcohol problems and potential for taking their own lives.   these highly vulnerable people are being held within a structure glaringly ill-suited to meet even their basic needs.  crime levels are falling but we are holding more people in custody than ever before. the misplaced over-reliance on the prison system for some of the most vulnerable people in the country is at the heart of the problems that we encountered.  until we change our whole approach to imprisoning vulnerable people we cannot begin to meet our positive obligations under article 2 of the european convention on human rights and meet our duty of care to them.   the committee also highlighted  deeply worrying  cases of children and young people taking their own lives. between 1990 and 2004  25 children have taken their own lives in prison and two have died in secure training centres. it picked out the case of joseph scholes  who hanged himself from the bars of his cell in stoke heath young offender institution in march 2002  and urged the home secretary to hold a public inquiry. it revealed that two weeks before his court appearance for a series of robberies  the 16-year-old was depressed  exhibiting suicidal tendencies and slashed his face with a knife about 30 times. even though the trial judge had been alerted to his experience of sexual abuse and mental illness  he was sentenced to a two-year detention and training order. nine days into his sentence  joseph hung himself from the bars of his cell window with a sheet.
entertainment,musical treatment for capra film the classic film it s a wonderful life is to be turned into a musical by the producer of the controversial hit show jerry springer - the opera.  frank capra s 1946 movie starring james stewart  is being turned into a £7m musical by producer jon thoday. he is working with steve brown  who wrote the award-winning musical spend spend spend. a spokeswoman said the plans were in the  very early stages   with no cast  opening date or theatre announced.  a series of workshops have been held in london  and on wednesday a cast of singers unveiled the musical to a select group of potential investors. mr thoday said the idea of turning the film into a musical had been an ambition of his for almost 20 years. it s a wonderful life was based on a short story  the greatest gift  by philip van doren stern. mr thoday managed to buy the rights to the story from van doren stern s family in 1999  following mr brown s success with spend spend spend. he later secured the film rights from paramount  enabling them to use the title it s a wonderful life.
politics,ukip candidate suspended eurosceptic party ukip have suspended a candidate for allegedly suggesting the criminally insane should be killed.  john houston  54  was due to stand in the east kilbride seat in lanarkshire at the next election. but he was suspended after his reported views  including the return of the british empire  were sent to two scottish newspapers. ukip spokesman mark croucher said those who selected mr houston knew nothing of his views. the episode comes at a difficult time for ukip  soon after the high-profile departure of mep robert kilroy-silk. mr houston is alleged to have said that the organs of the criminally insane should be  made available to law-abiding members of the community  and proposed the legalisation of drugs and the sex trade. the document reportedly said:  we re looking for the resurrection of the british empire.  the problems for the human race - environmental and others - can only be dealt with on a global scale  and that calls for a radical alliance of the english-speaking nations  which they are uniquely able to do.  mr croucher said the main issue would be that mr houston s reported views had been presented as ukip policy  which they were not. he said they might have been submissions to a committee working on the party s manifesto  but would not have been matched to mr houston when he was standing to become a candidate. he told bbc news:  he appears to have said these things. we have suspended him as a member and as a candidate.  by all accounts none of this was mentioned at his selection meeting.  it is simply a distraction from the task in hand  the eu constitution  not individual idiocies.  mr houston was quoted in the herald newspaper saying:  i feel ukip have over-reacted and overshot the runway.   peter nielson  who is ukip scotland chairman  said he had suspended mr houston on friday night.  he will remain suspended while the matter is being investigated and then we will decide if and what further action will be taken.  he said that any evidence would be looked into and mr houston may be interviewed by the party. he added:  i can t comment too much at the moment  i have one version from him but i haven t seen the papers yet.
business,economy  strong  in election year uk businesses are set to prosper during the next few months - but this could trigger more interest rate rises  according to a report.  optimism is at its highest since 1997 and business will reap the benefits of a continuing rise in public spending  say researchers at bdo stoy hayward. the bank of england is expected to keep rates on hold this week - but they could go up later in the year. rates are likely to rise after the anticipated general election in may. the bdo optimism index - a leading indicator of gdp growth two quarters ahead edged up in january to 102.5  from 102.2 in october. the rise is due  in part  to an increase in public spending and increased merger and acquisition activity.  the only thing blighting business optimism this year will be uncertainties associated with the general election  bdo said. its bdo s output index - which predicts gdp movements a quarter in advance - remained at 100.8 for january  implying gdp growth at 2.9% in the second quarter of 2005. however  the output index is being held back by recent interest rate rises  sterling s strength against the dollar and high oil prices  the group noted. its inflation index  which has risen continuously over the last 8 months  climbed to 110.0 in january from 108.0 in october last year.  the uk is looking strong going into the general election  but businesses need to prepare themselves for a jolt ahead as the bank of england reacts to growth and inflationary pressures   said peter hemington  partner at bdo stoy hayward.  growth will probably slow by the end of 2005 and it is likely that we will see higher interest rates or a sharp drop in demand for products and services.
entertainment,springer criticises opera musical talk show host jerry springer  whose programme inspired the controversial opera shown by the bbc  has said he would not have written it himself.  the bbc received 47 000 complaints before the musical was broadcast  and protesters demonstrated outside bbc buildings across the uk. springer helped launch the west end show and attended the opening night.  i wouldn t have written it. i don t believe in making fun of other religions   he said.  the tv host said he understood how people could have thought the musical had gone too far.  you know  on our tv show if people use inappropriate language we bleep it out  if there s nudity we cover it up  so that viewers at home don t get to see any of this   he said.  asked whether he thought the bbc should have screened the controversial musical he said:  i don t know if they should have had it on television but  good lord  if you don t like what s on television  that s why god gave us remote controls.  my show is about dysfunctional people and i defy anyone to watch the show and suggest to me the people on it aren t to some degree dysfunctional.    if i did a show about the war in iraq  it wouldn t make me a warmonger  i would just be doing my job to report on the war.  in the case of my show  it s my job to report on the dysfunctions that take place in society.  the british-born presenter is in london to speak at a fundraising dinner for the united jewish israel appeal. the dinner  on tuesday  is expected to be attended by more than 800 guests.
